borrower_id,scenario,branch,year,window,quarter,kind,obligation_year,cash_out_eur,share_of_working_capital
B002,current_policies,adopted,2031,2031 Q3,3,prepayment,2031,36600.0,0.0183
B002,current_policies,adopted,2031,2031 Q4,4,prepayment,2031,36600.0,0.0183
B002,current_policies,adopted,2031,2031 settlement by 30 September,,settlement,2030,116400.0,0.0582
B002,current_policies,adopted,2032,2032 Q1,1,prepayment,2032,44100.0,0.02205
B002,current_policies,adopted,2032,2032 Q2,2,prepayment,2032,44100.0,0.02205
B002,current_policies,adopted,2032,2032 Q3,3,prepayment,2032,44100.0,0.02205
B002,current_policies,adopted,2032,2032 Q4,4,prepayment,2032,44100.0,0.02205
B002,current_policies,adopted,2032,2032 settlement by 30 September,,settlement,2031,146400.0,0.0732
B002,current_policies,adopted,2033,2033 Q1,1,prepayment,2033,51600.0,0.0258
B002,current_policies,adopted,2033,2033 Q2,2,prepayment,2033,51600.0,0.0258
B002,current_policies,adopted,2033,2033 Q3,3,prepayment,2033,51600.0,0.0258
B002,current_policies,adopted,2033,2033 Q4,4,prepayment,2033,51600.0,0.0258
B002,current_policies,adopted,2033,2033 settlement by 30 September,,settlement,2032,176400.0,0.0882
B002,current_policies,adopted,2034,2034 Q1,1,prepayment,2034,60000.0,0.03
B002,current_policies,adopted,2034,2034 Q2,2,prepayment,2034,60000.0,0.03
B002,current_policies,adopted,2034,2034 Q3,3,prepayment,2034,60000.0,0.03
B002,current_policies,adopted,2034,2034 Q4,4,prepayment,2034,60000.0,0.03
B002,current_policies,adopted,2034,2034 settlement by 30 September,,settlement,2033,206400.0,0.1032
B002,current_policies,adopted,2035,2035 Q1,1,prepayment,2035,60000.0,0.03
B002,current_policies,adopted,2035,2035 Q2,2,prepayment,2035,60000.0,0.03
B002,current_policies,adopted,2035,2035 Q3,3,prepayment,2035,60000.0,0.03
B002,current_policies,adopted,2035,2035 Q4,4,prepayment,2035,60000.0,0.03
B002,current_policies,adopted,2035,2035 settlement by 30 September,,settlement,2034,240000.0,0.12
B002,current_policies,adopted,2036,2036 settlement by 30 September,,settlement,2035,240000.0,0.12
B002,current_policies,proposal,2027,2027 February to September,,block,2026,12000.0,0.006000000000000005
B002,current_policies,proposal,2027,2027 Q1,1,prepayment,2027,3000.0,0.0015000000000000013
B002,current_policies,proposal,2027,2027 Q2,2,prepayment,2027,3000.0,0.0015000000000000013
B002,current_policies,proposal,2027,2027 Q3,3,prepayment,2027,3000.0,0.0015000000000000013
B002,current_policies,proposal,2027,2027 Q4,4,prepayment,2027,3000.0,0.0015000000000000013
B002,current_policies,proposal,2028,2028 Q1,1,prepayment,2028,6000.0,0.0029999999999999996
B002,current_policies,proposal,2028,2028 Q2,2,prepayment,2028,6000.0,0.0029999999999999996
B002,current_policies,proposal,2028,2028 Q3,3,prepayment,2028,6000.0,0.0029999999999999996
B002,current_policies,proposal,2028,2028 Q4,4,prepayment,2028,6000.0,0.0029999999999999996
B002,current_policies,proposal,2028,2028 settlement by 30 September,,settlement,2027,12000.0,0.006000000000000005
B002,current_policies,proposal,2029,2029 Q1,1,prepayment,2029,9000.0,0.0045000000000000005
B002,current_policies,proposal,2029,2029 Q2,2,prepayment,2029,9000.0,0.0045000000000000005
B002,current_policies,proposal,2029,2029 Q3,3,prepayment,2029,9000.0,0.0045000000000000005
B002,current_policies,proposal,2029,2029 Q4,4,prepayment,2029,9000.0,0.0045000000000000005
B002,current_policies,proposal,2029,2029 settlement by 30 September,,settlement,2028,24000.0,0.011999999999999999
B002,current_policies,proposal,2030,2030 Q1,1,prepayment,2030,12000.0,0.005999999999999999
B002,current_policies,proposal,2030,2030 Q2,2,prepayment,2030,12000.0,0.005999999999999999
B002,current_policies,proposal,2030,2030 Q3,3,prepayment,2030,12000.0,0.005999999999999999
B002,current_policies,proposal,2030,2030 Q4,4,prepayment,2030,12000.0,0.005999999999999999
B002,current_policies,proposal,2030,2030 settlement by 30 September,,settlement,2029,36000.0,0.018000000000000002
B002,current_policies,proposal,2031,2031 Q1,1,prepayment,2031,18000.0,0.009000000000000001
B002,current_policies,proposal,2031,2031 Q2,2,prepayment,2031,18000.0,0.009000000000000001
B002,current_policies,proposal,2031,2031 Q3,3,prepayment,2031,18000.0,0.009000000000000001
B002,current_policies,proposal,2031,2031 Q4,4,prepayment,2031,18000.0,0.009000000000000001
B002,current_policies,proposal,2031,2031 settlement by 30 September,,settlement,2030,48000.0,0.023999999999999997
B002,current_policies,proposal,2032,2032 Q1,1,prepayment,2032,24000.0,0.012
B002,current_policies,proposal,2032,2032 Q2,2,prepayment,2032,24000.0,0.012
B002,current_policies,proposal,2032,2032 Q3,3,prepayment,2032,24000.0,0.012
B002,current_policies,proposal,2032,2032 Q4,4,prepayment,2032,24000.0,0.012
B002,current_policies,proposal,2032,2032 settlement by 30 September,,settlement,2031,72000.0,0.036000000000000004
B002,current_policies,proposal,2033,2033 Q1,1,prepayment,2033,30000.0,0.015
B002,current_policies,proposal,2033,2033 Q2,2,prepayment,2033,30000.0,0.015
B002,current_policies,proposal,2033,2033 Q3,3,prepayment,2033,30000.0,0.015
B002,current_policies,proposal,2033,2033 Q4,4,prepayment,2033,30000.0,0.015
B002,current_policies,proposal,2033,2033 settlement by 30 September,,settlement,2032,96000.0,0.048
B002,current_policies,proposal,2034,2034 Q1,1,prepayment,2034,36000.0,0.018
B002,current_policies,proposal,2034,2034 Q2,2,prepayment,2034,36000.0,0.018
B002,current_policies,proposal,2034,2034 Q3,3,prepayment,2034,36000.0,0.018
B002,current_policies,proposal,2034,2034 Q4,4,prepayment,2034,36000.0,0.018
B002,current_policies,proposal,2034,2034 settlement by 30 September,,settlement,2033,120000.0,0.06
B002,current_policies,proposal,2035,2035 Q1,1,prepayment,2035,42000.0,0.021
B002,current_policies,proposal,2035,2035 Q2,2,prepayment,2035,42000.0,0.021
B002,current_policies,proposal,2035,2035 Q3,3,prepayment,2035,42000.0,0.021
B002,current_policies,proposal,2035,2035 Q4,4,prepayment,2035,42000.0,0.021
B002,current_policies,proposal,2035,2035 settlement by 30 September,,settlement,2034,144000.0,0.072
B002,current_policies,proposal,2036,2036 settlement by 30 September,,settlement,2035,168000.0,0.084
B002,delayed_transition,adopted,2027,2027 February to September,,block,2026,16000.0,0.008000000000000007
B002,delayed_transition,adopted,2027,2027 Q1,1,prepayment,2027,4000.0,0.0020000000000000018
B002,delayed_transition,adopted,2027,2027 Q2,2,prepayment,2027,4000.0,0.0020000000000000018
B002,delayed_transition,adopted,2027,2027 Q3,3,prepayment,2027,4000.0,0.0020000000000000018
B002,delayed_transition,adopted,2027,2027 Q4,4,prepayment,2027,4000.0,0.0020000000000000018
B002,delayed_transition,adopted,2028,2028 Q1,1,prepayment,2028,8000.0,0.003999999999999999
B002,delayed_transition,adopted,2028,2028 Q2,2,prepayment,2028,8000.0,0.003999999999999999
B002,delayed_transition,adopted,2028,2028 Q3,3,prepayment,2028,8000.0,0.003999999999999999
B002,delayed_transition,adopted,2028,2028 Q4,4,prepayment,2028,8000.0,0.003999999999999999
B002,delayed_transition,adopted,2028,2028 settlement by 30 September,,settlement,2027,16000.0,0.008000000000000007
B002,delayed_transition,adopted,2029,2029 Q1,1,prepayment,2029,18000.0,0.009
B002,delayed_transition,adopted,2029,2029 Q2,2,prepayment,2029,18000.0,0.009
B002,delayed_transition,adopted,2029,2029 Q3,3,prepayment,2029,18000.0,0.009
B002,delayed_transition,adopted,2029,2029 Q4,4,prepayment,2029,18000.0,0.009
B002,delayed_transition,adopted,2029,2029 settlement by 30 September,,settlement,2028,32000.0,0.015999999999999997
B002,delayed_transition,adopted,2030,2030 Q1,1,prepayment,2030,38800.0,0.0194
B002,delayed_transition,adopted,2030,2030 Q2,2,prepayment,2030,38800.0,0.0194
B002,delayed_transition,adopted,2030,2030 Q3,3,prepayment,2030,38800.0,0.0194
B002,delayed_transition,adopted,2030,2030 Q4,4,prepayment,2030,38800.0,0.0194
B002,delayed_transition,adopted,2030,2030 settlement by 30 September,,settlement,2029,72000.0,0.036
B002,delayed_transition,adopted,2031,2031 Q1,1,prepayment,2031,48800.0,0.0244
B002,delayed_transition,adopted,2031,2031 Q2,2,prepayment,2031,48800.0,0.0244
B002,delayed_transition,adopted,2031,2031 Q3,3,prepayment,2031,48800.0,0.0244
B002,delayed_transition,adopted,2031,2031 Q4,4,prepayment,2031,48800.0,0.0244
B002,delayed_transition,adopted,2031,2031 settlement by 30 September,,settlement,2030,155200.0,0.0776
B002,delayed_transition,adopted,2032,2032 Q1,1,prepayment,2032,58800.0,0.0294
B002,delayed_transition,adopted,2032,2032 Q2,2,prepayment,2032,58800.0,0.0294
B002,delayed_transition,adopted,2032,2032 Q3,3,prepayment,2032,58800.0,0.0294
B002,delayed_transition,adopted,2032,2032 Q4,4,prepayment,2032,58800.0,0.0294
B002,delayed_transition,adopted,2032,2032 settlement by 30 September,,settlement,2031,195200.0,0.0976
B002,delayed_transition,adopted,2033,2033 Q1,1,prepayment,2033,68800.0,0.0344
B002,delayed_transition,adopted,2033,2033 Q2,2,prepayment,2033,68800.0,0.0344
B002,delayed_transition,adopted,2033,2033 Q3,3,prepayment,2033,68800.0,0.0344
B002,delayed_transition,adopted,2033,2033 Q4,4,prepayment,2033,68800.0,0.0344
B002,delayed_transition,adopted,2033,2033 settlement by 30 September,,settlement,2032,235200.0,0.1176
B002,delayed_transition,adopted,2034,2034 Q1,1,prepayment,2034,80000.0,0.04
B002,delayed_transition,adopted,2034,2034 Q2,2,prepayment,2034,80000.0,0.04
B002,delayed_transition,adopted,2034,2034 Q3,3,prepayment,2034,80000.0,0.04
B002,delayed_transition,adopted,2034,2034 Q4,4,prepayment,2034,80000.0,0.04
B002,delayed_transition,adopted,2034,2034 settlement by 30 September,,settlement,2033,275200.0,0.1376
B002,delayed_transition,adopted,2035,2035 Q1,1,prepayment,2035,80000.0,0.04
B002,delayed_transition,adopted,2035,2035 Q2,2,prepayment,2035,80000.0,0.04
B002,delayed_transition,adopted,2035,2035 Q3,3,prepayment,2035,80000.0,0.04
B002,delayed_transition,adopted,2035,2035 Q4,4,prepayment,2035,80000.0,0.04
B002,delayed_transition,adopted,2035,2035 settlement by 30 September,,settlement,2034,320000.0,0.16
B002,delayed_transition,adopted,2036,2036 settlement by 30 September,,settlement,2035,320000.0,0.16
B002,delayed_transition,proposal,2027,2027 February to September,,block,2026,16000.0,0.008000000000000007
B002,delayed_transition,proposal,2027,2027 Q1,1,prepayment,2027,4000.0,0.0020000000000000018
B002,delayed_transition,proposal,2027,2027 Q2,2,prepayment,2027,4000.0,0.0020000000000000018
B002,delayed_transition,proposal,2027,2027 Q3,3,prepayment,2027,4000.0,0.0020000000000000018
B002,delayed_transition,proposal,2027,2027 Q4,4,prepayment,2027,4000.0,0.0020000000000000018
B002,delayed_transition,proposal,2028,2028 Q1,1,prepayment,2028,8000.0,0.003999999999999999
B002,delayed_transition,proposal,2028,2028 Q2,2,prepayment,2028,8000.0,0.003999999999999999
B002,delayed_transition,proposal,2028,2028 Q3,3,prepayment,2028,8000.0,0.003999999999999999
B002,delayed_transition,proposal,2028,2028 Q4,4,prepayment,2028,8000.0,0.003999999999999999
B002,delayed_transition,proposal,2028,2028 settlement by 30 September,,settlement,2027,16000.0,0.008000000000000007
B002,delayed_transition,proposal,2029,2029 Q1,1,prepayment,2029,12000.0,0.006000000000000001
B002,delayed_transition,proposal,2029,2029 Q2,2,prepayment,2029,12000.0,0.006000000000000001
B002,delayed_transition,proposal,2029,2029 Q3,3,prepayment,2029,12000.0,0.006000000000000001
B002,delayed_transition,proposal,2029,2029 Q4,4,prepayment,2029,12000.0,0.006000000000000001
B002,delayed_transition,proposal,2029,2029 settlement by 30 September,,settlement,2028,32000.0,0.015999999999999997
B002,delayed_transition,proposal,2030,2030 Q1,1,prepayment,2030,16000.0,0.007999999999999998
B002,delayed_transition,proposal,2030,2030 Q2,2,prepayment,2030,16000.0,0.007999999999999998
B002,delayed_transition,proposal,2030,2030 Q3,3,prepayment,2030,16000.0,0.007999999999999998
B002,delayed_transition,proposal,2030,2030 Q4,4,prepayment,2030,16000.0,0.007999999999999998
B002,delayed_transition,proposal,2030,2030 settlement by 30 September,,settlement,2029,48000.0,0.024000000000000004
B002,delayed_transition,proposal,2031,2031 Q1,1,prepayment,2031,24000.0,0.012000000000000002
B002,delayed_transition,proposal,2031,2031 Q2,2,prepayment,2031,24000.0,0.012000000000000002
B002,delayed_transition,proposal,2031,2031 Q3,3,prepayment,2031,24000.0,0.012000000000000002
B002,delayed_transition,proposal,2031,2031 Q4,4,prepayment,2031,24000.0,0.012000000000000002
B002,delayed_transition,proposal,2031,2031 settlement by 30 September,,settlement,2030,64000.0,0.031999999999999994
B002,delayed_transition,proposal,2032,2032 Q1,1,prepayment,2032,32000.0,0.016
B002,delayed_transition,proposal,2032,2032 Q2,2,prepayment,2032,32000.0,0.016
B002,delayed_transition,proposal,2032,2032 Q3,3,prepayment,2032,32000.0,0.016
B002,delayed_transition,proposal,2032,2032 Q4,4,prepayment,2032,32000.0,0.016
B002,delayed_transition,proposal,2032,2032 settlement by 30 September,,settlement,2031,96000.0,0.04800000000000001
B002,delayed_transition,proposal,2033,2033 Q1,1,prepayment,2033,40000.0,0.02
B002,delayed_transition,proposal,2033,2033 Q2,2,prepayment,2033,40000.0,0.02
B002,delayed_transition,proposal,2033,2033 Q3,3,prepayment,2033,40000.0,0.02
B002,delayed_transition,proposal,2033,2033 Q4,4,prepayment,2033,40000.0,0.02
B002,delayed_transition,proposal,2033,2033 settlement by 30 September,,settlement,2032,128000.0,0.064
B002,delayed_transition,proposal,2034,2034 Q1,1,prepayment,2034,48000.0,0.024
B002,delayed_transition,proposal,2034,2034 Q2,2,prepayment,2034,48000.0,0.024
B002,delayed_transition,proposal,2034,2034 Q3,3,prepayment,2034,48000.0,0.024
B002,delayed_transition,proposal,2034,2034 Q4,4,prepayment,2034,48000.0,0.024
B002,delayed_transition,proposal,2034,2034 settlement by 30 September,,settlement,2033,160000.0,0.08
B002,delayed_transition,proposal,2035,2035 Q1,1,prepayment,2035,56000.0,0.028
B002,delayed_transition,proposal,2035,2035 Q2,2,prepayment,2035,56000.0,0.028
B002,delayed_transition,proposal,2035,2035 Q3,3,prepayment,2035,56000.0,0.028
B002,delayed_transition,proposal,2035,2035 Q4,4,prepayment,2035,56000.0,0.028
B002,delayed_transition,proposal,2035,2035 settlement by 30 September,,settlement,2034,192000.0,0.096
B002,delayed_transition,proposal,2036,2036 settlement by 30 September,,settlement,2035,224000.0,0.112
B002,net_zero_2050,adopted,2027,2027 February to September,,block,2026,20000.0,0.010000000000000009
B002,net_zero_2050,adopted,2027,2027 Q1,1,prepayment,2027,5000.0,0.0025000000000000022
B002,net_zero_2050,adopted,2027,2027 Q2,2,prepayment,2027,5000.0,0.0025000000000000022
B002,net_zero_2050,adopted,2027,2027 Q3,3,prepayment,2027,5000.0,0.0025000000000000022
B002,net_zero_2050,adopted,2027,2027 Q4,4,prepayment,2027,5000.0,0.0025000000000000022
B002,net_zero_2050,adopted,2028,2028 Q1,1,prepayment,2028,10000.0,0.004999999999999999
B002,net_zero_2050,adopted,2028,2028 Q2,2,prepayment,2028,10000.0,0.004999999999999999
B002,net_zero_2050,adopted,2028,2028 Q3,3,prepayment,2028,10000.0,0.004999999999999999
B002,net_zero_2050,adopted,2028,2028 Q4,4,prepayment,2028,10000.0,0.004999999999999999
B002,net_zero_2050,adopted,2028,2028 settlement by 30 September,,settlement,2027,20000.0,0.010000000000000009
B002,net_zero_2050,adopted,2029,2029 Q1,1,prepayment,2029,22500.0,0.011249999999999998
B002,net_zero_2050,adopted,2029,2029 Q2,2,prepayment,2029,22500.0,0.011249999999999998
B002,net_zero_2050,adopted,2029,2029 Q3,3,prepayment,2029,22500.0,0.011249999999999998
B002,net_zero_2050,adopted,2029,2029 Q4,4,prepayment,2029,22500.0,0.011249999999999998
B002,net_zero_2050,adopted,2029,2029 settlement by 30 September,,settlement,2028,40000.0,0.019999999999999997
B002,net_zero_2050,adopted,2030,2030 Q1,1,prepayment,2030,48500.0,0.02425
B002,net_zero_2050,adopted,2030,2030 Q2,2,prepayment,2030,48500.0,0.02425
B002,net_zero_2050,adopted,2030,2030 Q3,3,prepayment,2030,48500.0,0.02425
B002,net_zero_2050,adopted,2030,2030 Q4,4,prepayment,2030,48500.0,0.02425
B002,net_zero_2050,adopted,2030,2030 settlement by 30 September,,settlement,2029,90000.0,0.04499999999999999
B002,net_zero_2050,adopted,2031,2031 Q1,1,prepayment,2031,61000.0,0.0305
B002,net_zero_2050,adopted,2031,2031 Q2,2,prepayment,2031,61000.0,0.0305
B002,net_zero_2050,adopted,2031,2031 Q3,3,prepayment,2031,61000.0,0.0305
B002,net_zero_2050,adopted,2031,2031 Q4,4,prepayment,2031,61000.0,0.0305
B002,net_zero_2050,adopted,2031,2031 settlement by 30 September,,settlement,2030,194000.0,0.097
B002,net_zero_2050,adopted,2032,2032 Q1,1,prepayment,2032,73500.0,0.03675
B002,net_zero_2050,adopted,2032,2032 Q2,2,prepayment,2032,73500.0,0.03675
B002,net_zero_2050,adopted,2032,2032 Q3,3,prepayment,2032,73500.0,0.03675
B002,net_zero_2050,adopted,2032,2032 Q4,4,prepayment,2032,73500.0,0.03675
B002,net_zero_2050,adopted,2032,2032 settlement by 30 September,,settlement,2031,244000.0,0.122
B002,net_zero_2050,adopted,2033,2033 Q1,1,prepayment,2033,86000.0,0.043
B002,net_zero_2050,adopted,2033,2033 Q2,2,prepayment,2033,86000.0,0.043
B002,net_zero_2050,adopted,2033,2033 Q3,3,prepayment,2033,86000.0,0.043
B002,net_zero_2050,adopted,2033,2033 Q4,4,prepayment,2033,86000.0,0.043
B002,net_zero_2050,adopted,2033,2033 settlement by 30 September,,settlement,2032,294000.0,0.147
B002,net_zero_2050,adopted,2034,2034 Q1,1,prepayment,2034,100000.0,0.05
B002,net_zero_2050,adopted,2034,2034 Q2,2,prepayment,2034,100000.0,0.05
B002,net_zero_2050,adopted,2034,2034 Q3,3,prepayment,2034,100000.0,0.05
B002,net_zero_2050,adopted,2034,2034 Q4,4,prepayment,2034,100000.0,0.05
B002,net_zero_2050,adopted,2034,2034 settlement by 30 September,,settlement,2033,344000.0,0.172
B002,net_zero_2050,adopted,2035,2035 Q1,1,prepayment,2035,100000.0,0.05
B002,net_zero_2050,adopted,2035,2035 Q2,2,prepayment,2035,100000.0,0.05
B002,net_zero_2050,adopted,2035,2035 Q3,3,prepayment,2035,100000.0,0.05
B002,net_zero_2050,adopted,2035,2035 Q4,4,prepayment,2035,100000.0,0.05
B002,net_zero_2050,adopted,2035,2035 settlement by 30 September,,settlement,2034,400000.0,0.2
B002,net_zero_2050,adopted,2036,2036 settlement by 30 September,,settlement,2035,400000.0,0.2
B002,net_zero_2050,proposal,2027,2027 February to September,,block,2026,20000.0,0.010000000000000009
B002,net_zero_2050,proposal,2027,2027 Q1,1,prepayment,2027,5000.0,0.0025000000000000022
B002,net_zero_2050,proposal,2027,2027 Q2,2,prepayment,2027,5000.0,0.0025000000000000022
B002,net_zero_2050,proposal,2027,2027 Q3,3,prepayment,2027,5000.0,0.0025000000000000022
B002,net_zero_2050,proposal,2027,2027 Q4,4,prepayment,2027,5000.0,0.0025000000000000022
B002,net_zero_2050,proposal,2028,2028 Q1,1,prepayment,2028,10000.0,0.004999999999999999
B002,net_zero_2050,proposal,2028,2028 Q2,2,prepayment,2028,10000.0,0.004999999999999999
B002,net_zero_2050,proposal,2028,2028 Q3,3,prepayment,2028,10000.0,0.004999999999999999
B002,net_zero_2050,proposal,2028,2028 Q4,4,prepayment,2028,10000.0,0.004999999999999999
B002,net_zero_2050,proposal,2028,2028 settlement by 30 September,,settlement,2027,20000.0,0.010000000000000009
B002,net_zero_2050,proposal,2029,2029 Q1,1,prepayment,2029,15000.0,0.007500000000000001
B002,net_zero_2050,proposal,2029,2029 Q2,2,prepayment,2029,15000.0,0.007500000000000001
B002,net_zero_2050,proposal,2029,2029 Q3,3,prepayment,2029,15000.0,0.007500000000000001
B002,net_zero_2050,proposal,2029,2029 Q4,4,prepayment,2029,15000.0,0.007500000000000001
B002,net_zero_2050,proposal,2029,2029 settlement by 30 September,,settlement,2028,40000.0,0.019999999999999997
B002,net_zero_2050,proposal,2030,2030 Q1,1,prepayment,2030,20000.0,0.009999999999999998
B002,net_zero_2050,proposal,2030,2030 Q2,2,prepayment,2030,20000.0,0.009999999999999998
B002,net_zero_2050,proposal,2030,2030 Q3,3,prepayment,2030,20000.0,0.009999999999999998
B002,net_zero_2050,proposal,2030,2030 Q4,4,prepayment,2030,20000.0,0.009999999999999998
B002,net_zero_2050,proposal,2030,2030 settlement by 30 September,,settlement,2029,60000.0,0.030000000000000002
B002,net_zero_2050,proposal,2031,2031 Q1,1,prepayment,2031,30000.0,0.015000000000000001
B002,net_zero_2050,proposal,2031,2031 Q2,2,prepayment,2031,30000.0,0.015000000000000001
B002,net_zero_2050,proposal,2031,2031 Q3,3,prepayment,2031,30000.0,0.015000000000000001
B002,net_zero_2050,proposal,2031,2031 Q4,4,prepayment,2031,30000.0,0.015000000000000001
B002,net_zero_2050,proposal,2031,2031 settlement by 30 September,,settlement,2030,80000.0,0.039999999999999994
B002,net_zero_2050,proposal,2032,2032 Q1,1,prepayment,2032,40000.0,0.02
B002,net_zero_2050,proposal,2032,2032 Q2,2,prepayment,2032,40000.0,0.02
B002,net_zero_2050,proposal,2032,2032 Q3,3,prepayment,2032,40000.0,0.02
B002,net_zero_2050,proposal,2032,2032 Q4,4,prepayment,2032,40000.0,0.02
B002,net_zero_2050,proposal,2032,2032 settlement by 30 September,,settlement,2031,120000.0,0.060000000000000005
B002,net_zero_2050,proposal,2033,2033 Q1,1,prepayment,2033,50000.0,0.025
B002,net_zero_2050,proposal,2033,2033 Q2,2,prepayment,2033,50000.0,0.025
B002,net_zero_2050,proposal,2033,2033 Q3,3,prepayment,2033,50000.0,0.025
B002,net_zero_2050,proposal,2033,2033 Q4,4,prepayment,2033,50000.0,0.025
B002,net_zero_2050,proposal,2033,2033 settlement by 30 September,,settlement,2032,160000.0,0.08
B002,net_zero_2050,proposal,2034,2034 Q1,1,prepayment,2034,60000.0,0.03
B002,net_zero_2050,proposal,2034,2034 Q2,2,prepayment,2034,60000.0,0.03
B002,net_zero_2050,proposal,2034,2034 Q3,3,prepayment,2034,60000.0,0.03
B002,net_zero_2050,proposal,2034,2034 Q4,4,prepayment,2034,60000.0,0.03
B002,net_zero_2050,proposal,2034,2034 settlement by 30 September,,settlement,2033,200000.0,0.1
B002,net_zero_2050,proposal,2035,2035 Q1,1,prepayment,2035,70000.0,0.035
B002,net_zero_2050,proposal,2035,2035 Q2,2,prepayment,2035,70000.0,0.035
B002,net_zero_2050,proposal,2035,2035 Q3,3,prepayment,2035,70000.0,0.035
B002,net_zero_2050,proposal,2035,2035 Q4,4,prepayment,2035,70000.0,0.035
B002,net_zero_2050,proposal,2035,2035 settlement by 30 September,,settlement,2034,240000.0,0.12
B002,net_zero_2050,proposal,2036,2036 settlement by 30 September,,settlement,2035,280000.0,0.14
B004,current_policies,adopted,2027,2027 February to September,,block,2026,3510.0,0.0014040000000000012
B004,current_policies,adopted,2027,2027 Q1,1,prepayment,2027,877.5,0.0003510000000000003
B004,current_policies,adopted,2027,2027 Q2,2,prepayment,2027,877.5,0.0003510000000000003
B004,current_policies,adopted,2027,2027 Q3,3,prepayment,2027,877.5,0.0003510000000000003
B004,current_policies,adopted,2027,2027 Q4,4,prepayment,2027,877.5,0.0003510000000000003
B004,current_policies,adopted,2028,2028 Q1,1,prepayment,2028,1755.0,0.0007019999999999998
B004,current_policies,adopted,2028,2028 Q2,2,prepayment,2028,1755.0,0.0007019999999999998
B004,current_policies,adopted,2028,2028 Q3,3,prepayment,2028,1755.0,0.0007019999999999998
B004,current_policies,adopted,2028,2028 Q4,4,prepayment,2028,1755.0,0.0007019999999999998
B004,current_policies,adopted,2028,2028 settlement by 30 September,,settlement,2027,3510.0,0.0014040000000000012
B004,current_policies,adopted,2029,2029 Q1,1,prepayment,2029,3948.75,0.0015794999999999997
B004,current_policies,adopted,2029,2029 Q2,2,prepayment,2029,3948.75,0.0015794999999999997
B004,current_policies,adopted,2029,2029 Q3,3,prepayment,2029,3948.75,0.0015794999999999997
B004,current_policies,adopted,2029,2029 Q4,4,prepayment,2029,3948.75,0.0015794999999999997
B004,current_policies,adopted,2029,2029 settlement by 30 September,,settlement,2028,7020.0,0.0028079999999999993
B004,current_policies,adopted,2030,2030 Q1,1,prepayment,2030,8511.75,0.0034047
B004,current_policies,adopted,2030,2030 Q2,2,prepayment,2030,8511.75,0.0034047
B004,current_policies,adopted,2030,2030 Q3,3,prepayment,2030,8511.75,0.0034047
B004,current_policies,adopted,2030,2030 Q4,4,prepayment,2030,8511.75,0.0034047
B004,current_policies,adopted,2030,2030 settlement by 30 September,,settlement,2029,15795.0,0.006317999999999999
B004,current_policies,adopted,2031,2031 Q1,1,prepayment,2031,10705.5,0.0042822
B004,current_policies,adopted,2031,2031 Q2,2,prepayment,2031,10705.5,0.0042822
B004,current_policies,adopted,2031,2031 Q3,3,prepayment,2031,10705.5,0.0042822
B004,current_policies,adopted,2031,2031 Q4,4,prepayment,2031,10705.5,0.0042822
B004,current_policies,adopted,2031,2031 settlement by 30 September,,settlement,2030,34047.0,0.0136188
B004,current_policies,adopted,2032,2032 Q1,1,prepayment,2032,12899.25,0.0051597
B004,current_policies,adopted,2032,2032 Q2,2,prepayment,2032,12899.25,0.0051597
B004,current_policies,adopted,2032,2032 Q3,3,prepayment,2032,12899.25,0.0051597
B004,current_policies,adopted,2032,2032 Q4,4,prepayment,2032,12899.25,0.0051597
B004,current_policies,adopted,2032,2032 settlement by 30 September,,settlement,2031,42822.0,0.0171288
B004,current_policies,adopted,2033,2033 Q1,1,prepayment,2033,15093.0,0.0060372
B004,current_policies,adopted,2033,2033 Q2,2,prepayment,2033,15093.0,0.0060372
B004,current_policies,adopted,2033,2033 Q3,3,prepayment,2033,15093.0,0.0060372
B004,current_policies,adopted,2033,2033 Q4,4,prepayment,2033,15093.0,0.0060372
B004,current_policies,adopted,2033,2033 settlement by 30 September,,settlement,2032,51597.0,0.0206388
B004,current_policies,adopted,2034,2034 Q1,1,prepayment,2034,17550.0,0.00702
B004,current_policies,adopted,2034,2034 Q2,2,prepayment,2034,17550.0,0.00702
B004,current_policies,adopted,2034,2034 Q3,3,prepayment,2034,17550.0,0.00702
B004,current_policies,adopted,2034,2034 Q4,4,prepayment,2034,17550.0,0.00702
B004,current_policies,adopted,2034,2034 settlement by 30 September,,settlement,2033,60372.0,0.0241488
B004,current_policies,adopted,2035,2035 Q1,1,prepayment,2035,17550.0,0.00702
B004,current_policies,adopted,2035,2035 Q2,2,prepayment,2035,17550.0,0.00702
B004,current_policies,adopted,2035,2035 Q3,3,prepayment,2035,17550.0,0.00702
B004,current_policies,adopted,2035,2035 Q4,4,prepayment,2035,17550.0,0.00702
B004,current_policies,adopted,2035,2035 settlement by 30 September,,settlement,2034,70200.0,0.02808
B004,current_policies,adopted,2036,2036 settlement by 30 September,,settlement,2035,70200.0,0.02808
B004,current_policies,proposal,2027,2027 February to September,,block,2026,3510.0,0.0014040000000000012
B004,current_policies,proposal,2027,2027 Q1,1,prepayment,2027,877.5,0.0003510000000000003
B004,current_policies,proposal,2027,2027 Q2,2,prepayment,2027,877.5,0.0003510000000000003
B004,current_policies,proposal,2027,2027 Q3,3,prepayment,2027,877.5,0.0003510000000000003
B004,current_policies,proposal,2027,2027 Q4,4,prepayment,2027,877.5,0.0003510000000000003
B004,current_policies,proposal,2028,2028 Q1,1,prepayment,2028,1755.0,0.0007019999999999998
