borrower_id,year,scenario,branch,line_order,good_group,quantity,emission_factor,factor_basis,price_eur,free_allocation_share,charged_share,charged_share_label,cost_eur,cost_basis
B006,2033,delayed_transition,adopted,1,steel,300.0,1.9,default,80.0,0.14,0.86,share not covered by free allocation,39216.0,direct_obligation
B006,2034,delayed_transition,adopted,1,steel,300.0,1.9,default,80.0,0.0,1.0,share not covered by free allocation,45600.0,direct_obligation
B006,2035,delayed_transition,adopted,1,steel,300.0,1.9,default,80.0,0.0,1.0,share not covered by free allocation,45600.0,direct_obligation
B006,2026,net_zero_2050,adopted,1,steel,300.0,1.9,default,100.0,0.975,0.025000000000000022,share not covered by free allocation,1425.0,direct_obligation
B006,2027,net_zero_2050,adopted,1,steel,300.0,1.9,default,100.0,0.95,0.050000000000000044,share not covered by free allocation,2850.0,direct_obligation
B006,2028,net_zero_2050,adopted,1,steel,300.0,1.9,default,100.0,0.9,0.09999999999999998,share not covered by free allocation,5700.0,direct_obligation
B006,2029,net_zero_2050,adopted,1,steel,300.0,1.9,default,100.0,0.775,0.22499999999999998,share not covered by free allocation,12825.0,direct_obligation
B006,2030,net_zero_2050,adopted,1,steel,300.0,1.9,default,100.0,0.515,0.485,share not covered by free allocation,27645.0,direct_obligation
B006,2031,net_zero_2050,adopted,1,steel,300.0,1.9,default,100.0,0.39,0.61,share not covered by free allocation,34770.0,direct_obligation
B006,2032,net_zero_2050,adopted,1,steel,300.0,1.9,default,100.0,0.265,0.735,share not covered by free allocation,41895.0,direct_obligation
B006,2033,net_zero_2050,adopted,1,steel,300.0,1.9,default,100.0,0.14,0.86,share not covered by free allocation,49020.0,direct_obligation
B006,2034,net_zero_2050,adopted,1,steel,300.0,1.9,default,100.0,0.0,1.0,share not covered by free allocation,57000.0,direct_obligation
B006,2035,net_zero_2050,adopted,1,steel,300.0,1.9,default,100.0,0.0,1.0,share not covered by free allocation,57000.0,direct_obligation
B006,2026,current_policies,proposal,1,steel,300.0,1.9,default,60.0,0.975,0.025000000000000022,share not covered by free allocation,855.0,direct_obligation
B006,2027,current_policies,proposal,1,steel,300.0,1.9,default,60.0,0.95,0.050000000000000044,share not covered by free allocation,1710.0,direct_obligation
B006,2028,current_policies,proposal,1,steel,300.0,1.9,default,60.0,0.9,0.09999999999999998,share not covered by free allocation,3420.0,direct_obligation
B006,2029,current_policies,proposal,1,steel,300.0,1.9,default,60.0,0.85,0.15000000000000002,share not covered by free allocation,5130.0,direct_obligation
B006,2030,current_policies,proposal,1,steel,300.0,1.9,default,60.0,0.8,0.19999999999999996,share not covered by free allocation,6840.0,direct_obligation
B006,2031,current_policies,proposal,1,steel,300.0,1.9,default,60.0,0.7,0.30000000000000004,share not covered by free allocation,10260.0,direct_obligation
B006,2032,current_policies,proposal,1,steel,300.0,1.9,default,60.0,0.6,0.4,share not covered by free allocation,13680.0,direct_obligation
B006,2033,current_policies,proposal,1,steel,300.0,1.9,default,60.0,0.5,0.5,share not covered by free allocation,17100.0,direct_obligation
B006,2034,current_policies,proposal,1,steel,300.0,1.9,default,60.0,0.4,0.6,share not covered by free allocation,20520.0,direct_obligation
B006,2035,current_policies,proposal,1,steel,300.0,1.9,default,60.0,0.3,0.7,share not covered by free allocation,23940.0,direct_obligation
B006,2026,delayed_transition,proposal,1,steel,300.0,1.9,default,80.0,0.975,0.025000000000000022,share not covered by free allocation,1140.0,direct_obligation
B006,2027,delayed_transition,proposal,1,steel,300.0,1.9,default,80.0,0.95,0.050000000000000044,share not covered by free allocation,2280.0,direct_obligation
B006,2028,delayed_transition,proposal,1,steel,300.0,1.9,default,80.0,0.9,0.09999999999999998,share not covered by free allocation,4560.0,direct_obligation
B006,2029,delayed_transition,proposal,1,steel,300.0,1.9,default,80.0,0.85,0.15000000000000002,share not covered by free allocation,6840.0,direct_obligation
B006,2030,delayed_transition,proposal,1,steel,300.0,1.9,default,80.0,0.8,0.19999999999999996,share not covered by free allocation,9120.0,direct_obligation
B006,2031,delayed_transition,proposal,1,steel,300.0,1.9,default,80.0,0.7,0.30000000000000004,share not covered by free allocation,13680.0,direct_obligation
B006,2032,delayed_transition,proposal,1,steel,300.0,1.9,default,80.0,0.6,0.4,share not covered by free allocation,18240.0,direct_obligation
B006,2033,delayed_transition,proposal,1,steel,300.0,1.9,default,80.0,0.5,0.5,share not covered by free allocation,22800.0,direct_obligation
B006,2034,delayed_transition,proposal,1,steel,300.0,1.9,default,80.0,0.4,0.6,share not covered by free allocation,27360.0,direct_obligation
B006,2035,delayed_transition,proposal,1,steel,300.0,1.9,default,80.0,0.3,0.7,share not covered by free allocation,31920.0,direct_obligation
B006,2026,net_zero_2050,proposal,1,steel,300.0,1.9,default,100.0,0.975,0.025000000000000022,share not covered by free allocation,1425.0,direct_obligation
B006,2027,net_zero_2050,proposal,1,steel,300.0,1.9,default,100.0,0.95,0.050000000000000044,share not covered by free allocation,2850.0,direct_obligation
B006,2028,net_zero_2050,proposal,1,steel,300.0,1.9,default,100.0,0.9,0.09999999999999998,share not covered by free allocation,5700.0,direct_obligation
B006,2029,net_zero_2050,proposal,1,steel,300.0,1.9,default,100.0,0.85,0.15000000000000002,share not covered by free allocation,8550.0,direct_obligation
B006,2030,net_zero_2050,proposal,1,steel,300.0,1.9,default,100.0,0.8,0.19999999999999996,share not covered by free allocation,11400.0,direct_obligation
B006,2031,net_zero_2050,proposal,1,steel,300.0,1.9,default,100.0,0.7,0.30000000000000004,share not covered by free allocation,17100.0,direct_obligation
B006,2032,net_zero_2050,proposal,1,steel,300.0,1.9,default,100.0,0.6,0.4,share not covered by free allocation,22800.0,direct_obligation
B006,2033,net_zero_2050,proposal,1,steel,300.0,1.9,default,100.0,0.5,0.5,share not covered by free allocation,28500.0,direct_obligation
B006,2034,net_zero_2050,proposal,1,steel,300.0,1.9,default,100.0,0.4,0.6,share not covered by free allocation,34200.0,direct_obligation
B006,2035,net_zero_2050,proposal,1,steel,300.0,1.9,default,100.0,0.3,0.7,share not covered by free allocation,39900.0,direct_obligation
B007,2027,current_policies,adopted,1,cement,5000.0,1.1,default,60.0,0.95,0.025000000000000022,free allocation withdrawn this year,8250.0,lost_allocation
B007,2028,current_policies,adopted,1,cement,5000.0,1.1,default,60.0,0.9,0.04999999999999993,free allocation withdrawn this year,16500.0,lost_allocation
B007,2029,current_policies,adopted,1,cement,5000.0,1.1,default,60.0,0.775,0.125,free allocation withdrawn this year,41250.0,lost_allocation
B007,2030,current_policies,adopted,1,cement,5000.0,1.1,default,60.0,0.515,0.26,free allocation withdrawn this year,85800.0,lost_allocation
B007,2031,current_policies,adopted,1,cement,5000.0,1.1,default,60.0,0.39,0.125,free allocation withdrawn this year,41250.0,lost_allocation
B007,2032,current_policies,adopted,1,cement,5000.0,1.1,default,60.0,0.265,0.125,free allocation withdrawn this year,41250.0,lost_allocation
B007,2033,current_policies,adopted,1,cement,5000.0,1.1,default,60.0,0.14,0.125,free allocation withdrawn this year,41250.0,lost_allocation
B007,2034,current_policies,adopted,1,cement,5000.0,1.1,default,60.0,0.0,0.14,free allocation withdrawn this year,46200.0,lost_allocation
B007,2035,current_policies,adopted,1,cement,5000.0,1.1,default,60.0,0.0,0.0,free allocation withdrawn this year,0.0,lost_allocation
B007,2027,delayed_transition,adopted,1,cement,5000.0,1.1,default,80.0,0.95,0.025000000000000022,free allocation withdrawn this year,11000.0,lost_allocation
B007,2028,delayed_transition,adopted,1,cement,5000.0,1.1,default,80.0,0.9,0.04999999999999993,free allocation withdrawn this year,22000.0,lost_allocation
B007,2029,delayed_transition,adopted,1,cement,5000.0,1.1,default,80.0,0.775,0.125,free allocation withdrawn this year,55000.0,lost_allocation
B007,2030,delayed_transition,adopted,1,cement,5000.0,1.1,default,80.0,0.515,0.26,free allocation withdrawn this year,114400.0,lost_allocation
B007,2031,delayed_transition,adopted,1,cement,5000.0,1.1,default,80.0,0.39,0.125,free allocation withdrawn this year,55000.0,lost_allocation
B007,2032,delayed_transition,adopted,1,cement,5000.0,1.1,default,80.0,0.265,0.125,free allocation withdrawn this year,55000.0,lost_allocation
B007,2033,delayed_transition,adopted,1,cement,5000.0,1.1,default,80.0,0.14,0.125,free allocation withdrawn this year,55000.0,lost_allocation
B007,2034,delayed_transition,adopted,1,cement,5000.0,1.1,default,80.0,0.0,0.14,free allocation withdrawn this year,61600.0,lost_allocation
B007,2035,delayed_transition,adopted,1,cement,5000.0,1.1,default,80.0,0.0,0.0,free allocation withdrawn this year,0.0,lost_allocation
B007,2027,net_zero_2050,adopted,1,cement,5000.0,1.1,default,100.0,0.95,0.025000000000000022,free allocation withdrawn this year,13750.0,lost_allocation
B007,2028,net_zero_2050,adopted,1,cement,5000.0,1.1,default,100.0,0.9,0.04999999999999993,free allocation withdrawn this year,27500.0,lost_allocation
B007,2029,net_zero_2050,adopted,1,cement,5000.0,1.1,default,100.0,0.775,0.125,free allocation withdrawn this year,68750.0,lost_allocation
B007,2030,net_zero_2050,adopted,1,cement,5000.0,1.1,default,100.0,0.515,0.26,free allocation withdrawn this year,143000.0,lost_allocation
B007,2031,net_zero_2050,adopted,1,cement,5000.0,1.1,default,100.0,0.39,0.125,free allocation withdrawn this year,68750.0,lost_allocation
B007,2032,net_zero_2050,adopted,1,cement,5000.0,1.1,default,100.0,0.265,0.125,free allocation withdrawn this year,68750.0,lost_allocation
B007,2033,net_zero_2050,adopted,1,cement,5000.0,1.1,default,100.0,0.14,0.125,free allocation withdrawn this year,68750.0,lost_allocation
B007,2034,net_zero_2050,adopted,1,cement,5000.0,1.1,default,100.0,0.0,0.14,free allocation withdrawn this year,77000.0,lost_allocation
B007,2035,net_zero_2050,adopted,1,cement,5000.0,1.1,default,100.0,0.0,0.0,free allocation withdrawn this year,0.0,lost_allocation
B007,2027,current_policies,proposal,1,cement,5000.0,1.1,default,60.0,0.95,0.025000000000000022,free allocation withdrawn this year,8250.0,lost_allocation
B007,2028,current_policies,proposal,1,cement,5000.0,1.1,default,60.0,0.9,0.04999999999999993,free allocation withdrawn this year,16500.0,lost_allocation
B007,2029,current_policies,proposal,1,cement,5000.0,1.1,default,60.0,0.85,0.050000000000000044,free allocation withdrawn this year,16500.0,lost_allocation
B007,2030,current_policies,proposal,1,cement,5000.0,1.1,default,60.0,0.8,0.04999999999999993,free allocation withdrawn this year,16500.0,lost_allocation
B007,2031,current_policies,proposal,1,cement,5000.0,1.1,default,60.0,0.7,0.10000000000000009,free allocation withdrawn this year,33000.0,lost_allocation
B007,2032,current_policies,proposal,1,cement,5000.0,1.1,default,60.0,0.6,0.09999999999999998,free allocation withdrawn this year,33000.0,lost_allocation
B007,2033,current_policies,proposal,1,cement,5000.0,1.1,default,60.0,0.5,0.09999999999999998,free allocation withdrawn this year,33000.0,lost_allocation
B007,2034,current_policies,proposal,1,cement,5000.0,1.1,default,60.0,0.4,0.09999999999999998,free allocation withdrawn this year,33000.0,lost_allocation
B007,2035,current_policies,proposal,1,cement,5000.0,1.1,default,60.0,0.3,0.10000000000000003,free allocation withdrawn this year,33000.0,lost_allocation
B007,2027,delayed_transition,proposal,1,cement,5000.0,1.1,default,80.0,0.95,0.025000000000000022,free allocation withdrawn this year,11000.0,lost_allocation
B007,2028,delayed_transition,proposal,1,cement,5000.0,1.1,default,80.0,0.9,0.04999999999999993,free allocation withdrawn this year,22000.0,lost_allocation
B007,2029,delayed_transition,proposal,1,cement,5000.0,1.1,default,80.0,0.85,0.050000000000000044,free allocation withdrawn this year,22000.0,lost_allocation
B007,2030,delayed_transition,proposal,1,cement,5000.0,1.1,default,80.0,0.8,0.04999999999999993,free allocation withdrawn this year,22000.0,lost_allocation
B007,2031,delayed_transition,proposal,1,cement,5000.0,1.1,default,80.0,0.7,0.10000000000000009,free allocation withdrawn this year,44000.0,lost_allocation
B007,2032,delayed_transition,proposal,1,cement,5000.0,1.1,default,80.0,0.6,0.09999999999999998,free allocation withdrawn this year,44000.0,lost_allocation
B007,2033,delayed_transition,proposal,1,cement,5000.0,1.1,default,80.0,0.5,0.09999999999999998,free allocation withdrawn this year,44000.0,lost_allocation
B007,2034,delayed_transition,proposal,1,cement,5000.0,1.1,default,80.0,0.4,0.09999999999999998,free allocation withdrawn this year,44000.0,lost_allocation
B007,2035,delayed_transition,proposal,1,cement,5000.0,1.1,default,80.0,0.3,0.10000000000000003,free allocation withdrawn this year,44000.0,lost_allocation
B007,2027,net_zero_2050,proposal,1,cement,5000.0,1.1,default,100.0,0.95,0.025000000000000022,free allocation withdrawn this year,13750.0,lost_allocation
B007,2028,net_zero_2050,proposal,1,cement,5000.0,1.1,default,100.0,0.9,0.04999999999999993,free allocation withdrawn this year,27500.0,lost_allocation
B007,2029,net_zero_2050,proposal,1,cement,5000.0,1.1,default,100.0,0.85,0.050000000000000044,free allocation withdrawn this year,27500.0,lost_allocation
B007,2030,net_zero_2050,proposal,1,cement,5000.0,1.1,default,100.0,0.8,0.04999999999999993,free allocation withdrawn this year,27500.0,lost_allocation
B007,2031,net_zero_2050,proposal,1,cement,5000.0,1.1,default,100.0,0.7,0.10000000000000009,free allocation withdrawn this year,55000.0,lost_allocation
B007,2032,net_zero_2050,proposal,1,cement,5000.0,1.1,default,100.0,0.6,0.09999999999999998,free allocation withdrawn this year,55000.0,lost_allocation
B007,2033,net_zero_2050,proposal,1,cement,5000.0,1.1,default,100.0,0.5,0.09999999999999998,free allocation withdrawn this year,55000.0,lost_allocation
B007,2034,net_zero_2050,proposal,1,cement,5000.0,1.1,default,100.0,0.4,0.09999999999999998,free allocation withdrawn this year,55000.0,lost_allocation
B007,2035,net_zero_2050,proposal,1,cement,5000.0,1.1,default,100.0,0.3,0.10000000000000003,free allocation withdrawn this year,55000.0,lost_allocation
B009,2026,current_policies,proposal,1,steel,1200.0,1.9,default,60.0,0.975,0.025000000000000022,share not covered by free allocation,3420.0,direct_obligation
B009,2027,current_policies,proposal,1,steel,1200.0,1.9,default,60.0,0.95,0.050000000000000044,share not covered by free allocation,6840.0,direct_obligation
B009,2028,current_policies,proposal,1,steel,1200.0,1.9,default,60.0,0.9,0.09999999999999998,share not covered by free allocation,13680.0,direct_obligation
B009,2029,current_policies,proposal,1,steel,1200.0,1.9,default,60.0,0.85,0.15000000000000002,share not covered by free allocation,20520.0,direct_obligation
B009,2030,current_policies,proposal,1,steel,1200.0,1.9,default,60.0,0.8,0.19999999999999996,share not covered by free allocation,27360.0,direct_obligation
B009,2031,current_policies,proposal,1,steel,1200.0,1.9,default,60.0,0.7,0.30000000000000004,share not covered by free allocation,41040.0,direct_obligation
B009,2032,current_policies,proposal,1,steel,1200.0,1.9,default,60.0,0.6,0.4,share not covered by free allocation,54720.0,direct_obligation
B009,2033,current_policies,proposal,1,steel,1200.0,1.9,default,60.0,0.5,0.5,share not covered by free allocation,68400.0,direct_obligation
B009,2034,current_policies,proposal,1,steel,1200.0,1.9,default,60.0,0.4,0.6,share not covered by free allocation,82080.0,direct_obligation
B009,2035,current_policies,proposal,1,steel,1200.0,1.9,default,60.0,0.3,0.7,share not covered by free allocation,95760.0,direct_obligation
B009,2026,delayed_transition,proposal,1,steel,1200.0,1.9,default,80.0,0.975,0.025000000000000022,share not covered by free allocation,4560.0,direct_obligation
B009,2027,delayed_transition,proposal,1,steel,1200.0,1.9,default,80.0,0.95,0.050000000000000044,share not covered by free allocation,9120.0,direct_obligation
B009,2028,delayed_transition,proposal,1,steel,1200.0,1.9,default,80.0,0.9,0.09999999999999998,share not covered by free allocation,18240.0,direct_obligation
B009,2029,delayed_transition,proposal,1,steel,1200.0,1.9,default,80.0,0.85,0.15000000000000002,share not covered by free allocation,27360.0,direct_obligation
B009,2030,delayed_transition,proposal,1,steel,1200.0,1.9,default,80.0,0.8,0.19999999999999996,share not covered by free allocation,36480.0,direct_obligation
B009,2031,delayed_transition,proposal,1,steel,1200.0,1.9,default,80.0,0.7,0.30000000000000004,share not covered by free allocation,54720.0,direct_obligation
B009,2032,delayed_transition,proposal,1,steel,1200.0,1.9,default,80.0,0.6,0.4,share not covered by free allocation,72960.0,direct_obligation
B009,2033,delayed_transition,proposal,1,steel,1200.0,1.9,default,80.0,0.5,0.5,share not covered by free allocation,91200.0,direct_obligation
B009,2034,delayed_transition,proposal,1,steel,1200.0,1.9,default,80.0,0.4,0.6,share not covered by free allocation,109440.0,direct_obligation
B009,2035,delayed_transition,proposal,1,steel,1200.0,1.9,default,80.0,0.3,0.7,share not covered by free allocation,127680.0,direct_obligation
B009,2026,net_zero_2050,proposal,1,steel,1200.0,1.9,default,100.0,0.975,0.025000000000000022,share not covered by free allocation,5700.0,direct_obligation
B009,2027,net_zero_2050,proposal,1,steel,1200.0,1.9,default,100.0,0.95,0.050000000000000044,share not covered by free allocation,11400.0,direct_obligation
B009,2028,net_zero_2050,proposal,1,steel,1200.0,1.9,default,100.0,0.9,0.09999999999999998,share not covered by free allocation,22800.0,direct_obligation
B009,2029,net_zero_2050,proposal,1,steel,1200.0,1.9,default,100.0,0.85,0.15000000000000002,share not covered by free allocation,34200.0,direct_obligation
B009,2030,net_zero_2050,proposal,1,steel,1200.0,1.9,default,100.0,0.8,0.19999999999999996,share not covered by free allocation,45600.0,direct_obligation
B009,2031,net_zero_2050,proposal,1,steel,1200.0,1.9,default,100.0,0.7,0.30000000000000004,share not covered by free allocation,68400.0,direct_obligation
B009,2032,net_zero_2050,proposal,1,steel,1200.0,1.9,default,100.0,0.6,0.4,share not covered by free allocation,91200.0,direct_obligation
B009,2033,net_zero_2050,proposal,1,steel,1200.0,1.9,default,100.0,0.5,0.5,share not covered by free allocation,114000.0,direct_obligation
B009,2034,net_zero_2050,proposal,1,steel,1200.0,1.9,default,100.0,0.4,0.6,share not covered by free allocation,136800.0,direct_obligation
B009,2035,net_zero_2050,proposal,1,steel,1200.0,1.9,default,100.0,0.3,0.7,share not covered by free allocation,159600.0,direct_obligation
