borrower_id,year,scenario,branch,tier,tier_label_plain,cost_eur,materiality_ratio,band,band_sort,band_label,price_eur,free_allocation_share,counted_tonnes,threshold_tonnes,below_threshold,estimated,cost_basis,cost_basis_label
B003,2035,delayed_transition,adopted,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,80.0,0.0,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2026,net_zero_2050,adopted,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,100.0,0.975,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2027,net_zero_2050,adopted,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,100.0,0.95,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2028,net_zero_2050,adopted,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,100.0,0.9,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2029,net_zero_2050,adopted,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,100.0,0.775,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2030,net_zero_2050,adopted,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,100.0,0.515,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2031,net_zero_2050,adopted,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,100.0,0.39,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2032,net_zero_2050,adopted,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,100.0,0.265,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2033,net_zero_2050,adopted,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,100.0,0.14,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2034,net_zero_2050,adopted,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,100.0,0.0,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2035,net_zero_2050,adopted,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,100.0,0.0,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2026,current_policies,proposal,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,60.0,0.975,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2027,current_policies,proposal,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,60.0,0.95,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2028,current_policies,proposal,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,60.0,0.9,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2029,current_policies,proposal,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,60.0,0.85,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2030,current_policies,proposal,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,60.0,0.8,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2031,current_policies,proposal,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,60.0,0.7,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2032,current_policies,proposal,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,60.0,0.6,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2033,current_policies,proposal,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,60.0,0.5,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2034,current_policies,proposal,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,60.0,0.4,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2035,current_policies,proposal,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,60.0,0.3,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2026,delayed_transition,proposal,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,80.0,0.975,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2027,delayed_transition,proposal,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,80.0,0.95,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2028,delayed_transition,proposal,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,80.0,0.9,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2029,delayed_transition,proposal,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,80.0,0.85,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2030,delayed_transition,proposal,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,80.0,0.8,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2031,delayed_transition,proposal,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,80.0,0.7,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2032,delayed_transition,proposal,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,80.0,0.6,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2033,delayed_transition,proposal,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,80.0,0.5,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2034,delayed_transition,proposal,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,80.0,0.4,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2035,delayed_transition,proposal,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,80.0,0.3,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2026,net_zero_2050,proposal,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,100.0,0.975,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2027,net_zero_2050,proposal,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,100.0,0.95,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2028,net_zero_2050,proposal,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,100.0,0.9,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2029,net_zero_2050,proposal,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,100.0,0.85,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2030,net_zero_2050,proposal,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,100.0,0.8,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2031,net_zero_2050,proposal,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,100.0,0.7,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2032,net_zero_2050,proposal,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,100.0,0.6,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2033,net_zero_2050,proposal,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,100.0,0.5,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2034,net_zero_2050,proposal,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,100.0,0.4,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B003,2035,net_zero_2050,proposal,2,Imports CBAM goods,0.0,0.0,L,1,below 1 percent of EBITDA,100.0,0.3,20.0,50.0,true,false,below_mass_threshold,"Below the mass threshold, nothing owed this year"
B004,2026,current_policies,adopted,2,Imports CBAM goods,3510.0,0.0039000000000000037,L,1,below 1 percent of EBITDA,60.0,0.975,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2027,current_policies,adopted,2,Imports CBAM goods,7020.0,0.0078000000000000074,L,1,below 1 percent of EBITDA,60.0,0.95,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2028,current_policies,adopted,2,Imports CBAM goods,14040.0,0.015599999999999996,ML,2,1 to 3 percent of EBITDA,60.0,0.9,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2029,current_policies,adopted,2,Imports CBAM goods,31590.0,0.0351,M,3,3 to 6 percent of EBITDA,60.0,0.775,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2030,current_policies,adopted,2,Imports CBAM goods,68094.0,0.07566,MH,4,6 to 12 percent of EBITDA,60.0,0.515,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2031,current_policies,adopted,2,Imports CBAM goods,85644.0,0.09516,MH,4,6 to 12 percent of EBITDA,60.0,0.39,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2032,current_policies,adopted,2,Imports CBAM goods,103194.0,0.11466,MH,4,6 to 12 percent of EBITDA,60.0,0.265,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2033,current_policies,adopted,2,Imports CBAM goods,120744.0,0.13416,H,5,above 12 percent of EBITDA,60.0,0.14,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2034,current_policies,adopted,2,Imports CBAM goods,140400.0,0.156,H,5,above 12 percent of EBITDA,60.0,0.0,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2035,current_policies,adopted,2,Imports CBAM goods,140400.0,0.156,H,5,above 12 percent of EBITDA,60.0,0.0,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2026,delayed_transition,adopted,2,Imports CBAM goods,4680.0,0.005200000000000005,L,1,below 1 percent of EBITDA,80.0,0.975,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2027,delayed_transition,adopted,2,Imports CBAM goods,9360.0,0.01040000000000001,ML,2,1 to 3 percent of EBITDA,80.0,0.95,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2028,delayed_transition,adopted,2,Imports CBAM goods,18720.0,0.020799999999999996,ML,2,1 to 3 percent of EBITDA,80.0,0.9,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2029,delayed_transition,adopted,2,Imports CBAM goods,42120.0,0.046799999999999994,M,3,3 to 6 percent of EBITDA,80.0,0.775,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2030,delayed_transition,adopted,2,Imports CBAM goods,90792.0,0.10088,MH,4,6 to 12 percent of EBITDA,80.0,0.515,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2031,delayed_transition,adopted,2,Imports CBAM goods,114192.0,0.12688,H,5,above 12 percent of EBITDA,80.0,0.39,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2032,delayed_transition,adopted,2,Imports CBAM goods,137592.0,0.15288,H,5,above 12 percent of EBITDA,80.0,0.265,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2033,delayed_transition,adopted,2,Imports CBAM goods,160992.0,0.17888,H,5,above 12 percent of EBITDA,80.0,0.14,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2034,delayed_transition,adopted,2,Imports CBAM goods,187200.0,0.208,H,5,above 12 percent of EBITDA,80.0,0.0,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2035,delayed_transition,adopted,2,Imports CBAM goods,187200.0,0.208,H,5,above 12 percent of EBITDA,80.0,0.0,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2026,net_zero_2050,adopted,2,Imports CBAM goods,5850.0,0.006500000000000006,L,1,below 1 percent of EBITDA,100.0,0.975,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2027,net_zero_2050,adopted,2,Imports CBAM goods,11700.0,0.013000000000000012,ML,2,1 to 3 percent of EBITDA,100.0,0.95,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2028,net_zero_2050,adopted,2,Imports CBAM goods,23400.0,0.025999999999999995,ML,2,1 to 3 percent of EBITDA,100.0,0.9,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2029,net_zero_2050,adopted,2,Imports CBAM goods,52650.0,0.05849999999999999,M,3,3 to 6 percent of EBITDA,100.0,0.775,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2030,net_zero_2050,adopted,2,Imports CBAM goods,113490.0,0.1261,H,5,above 12 percent of EBITDA,100.0,0.515,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2031,net_zero_2050,adopted,2,Imports CBAM goods,142740.0,0.1586,H,5,above 12 percent of EBITDA,100.0,0.39,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2032,net_zero_2050,adopted,2,Imports CBAM goods,171990.0,0.1911,H,5,above 12 percent of EBITDA,100.0,0.265,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2033,net_zero_2050,adopted,2,Imports CBAM goods,201240.0,0.2236,H,5,above 12 percent of EBITDA,100.0,0.14,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2034,net_zero_2050,adopted,2,Imports CBAM goods,234000.0,0.26,H,5,above 12 percent of EBITDA,100.0,0.0,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2035,net_zero_2050,adopted,2,Imports CBAM goods,234000.0,0.26,H,5,above 12 percent of EBITDA,100.0,0.0,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2026,current_policies,proposal,2,Imports CBAM goods,3510.0,0.0039000000000000037,L,1,below 1 percent of EBITDA,60.0,0.975,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2027,current_policies,proposal,2,Imports CBAM goods,7020.0,0.0078000000000000074,L,1,below 1 percent of EBITDA,60.0,0.95,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2028,current_policies,proposal,2,Imports CBAM goods,14040.0,0.015599999999999996,ML,2,1 to 3 percent of EBITDA,60.0,0.9,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2029,current_policies,proposal,2,Imports CBAM goods,21060.0,0.023400000000000004,ML,2,1 to 3 percent of EBITDA,60.0,0.85,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2030,current_policies,proposal,2,Imports CBAM goods,28080.0,0.03119999999999999,M,3,3 to 6 percent of EBITDA,60.0,0.8,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2031,current_policies,proposal,2,Imports CBAM goods,42120.0,0.04680000000000001,M,3,3 to 6 percent of EBITDA,60.0,0.7,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2032,current_policies,proposal,2,Imports CBAM goods,56160.0,0.0624,MH,4,6 to 12 percent of EBITDA,60.0,0.6,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2033,current_policies,proposal,2,Imports CBAM goods,70200.0,0.078,MH,4,6 to 12 percent of EBITDA,60.0,0.5,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2034,current_policies,proposal,2,Imports CBAM goods,84240.0,0.0936,MH,4,6 to 12 percent of EBITDA,60.0,0.4,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2035,current_policies,proposal,2,Imports CBAM goods,98280.0,0.1092,MH,4,6 to 12 percent of EBITDA,60.0,0.3,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2026,delayed_transition,proposal,2,Imports CBAM goods,4680.0,0.005200000000000005,L,1,below 1 percent of EBITDA,80.0,0.975,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2027,delayed_transition,proposal,2,Imports CBAM goods,9360.0,0.01040000000000001,ML,2,1 to 3 percent of EBITDA,80.0,0.95,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2028,delayed_transition,proposal,2,Imports CBAM goods,18720.0,0.020799999999999996,ML,2,1 to 3 percent of EBITDA,80.0,0.9,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2029,delayed_transition,proposal,2,Imports CBAM goods,28080.0,0.031200000000000006,M,3,3 to 6 percent of EBITDA,80.0,0.85,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2030,delayed_transition,proposal,2,Imports CBAM goods,37440.0,0.04159999999999999,M,3,3 to 6 percent of EBITDA,80.0,0.8,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2031,delayed_transition,proposal,2,Imports CBAM goods,56160.0,0.06240000000000001,MH,4,6 to 12 percent of EBITDA,80.0,0.7,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2032,delayed_transition,proposal,2,Imports CBAM goods,74880.0,0.0832,MH,4,6 to 12 percent of EBITDA,80.0,0.6,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2033,delayed_transition,proposal,2,Imports CBAM goods,93600.0,0.104,MH,4,6 to 12 percent of EBITDA,80.0,0.5,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2034,delayed_transition,proposal,2,Imports CBAM goods,112320.0,0.1248,H,5,above 12 percent of EBITDA,80.0,0.4,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2035,delayed_transition,proposal,2,Imports CBAM goods,131040.0,0.14559999999999998,H,5,above 12 percent of EBITDA,80.0,0.3,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2026,net_zero_2050,proposal,2,Imports CBAM goods,5850.0,0.006500000000000006,L,1,below 1 percent of EBITDA,100.0,0.975,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2027,net_zero_2050,proposal,2,Imports CBAM goods,11700.0,0.013000000000000012,ML,2,1 to 3 percent of EBITDA,100.0,0.95,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2028,net_zero_2050,proposal,2,Imports CBAM goods,23400.0,0.025999999999999995,ML,2,1 to 3 percent of EBITDA,100.0,0.9,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2029,net_zero_2050,proposal,2,Imports CBAM goods,35100.0,0.03900000000000001,M,3,3 to 6 percent of EBITDA,100.0,0.85,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2030,net_zero_2050,proposal,2,Imports CBAM goods,46800.0,0.05199999999999999,M,3,3 to 6 percent of EBITDA,100.0,0.8,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2031,net_zero_2050,proposal,2,Imports CBAM goods,70200.0,0.07800000000000001,MH,4,6 to 12 percent of EBITDA,100.0,0.7,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2032,net_zero_2050,proposal,2,Imports CBAM goods,93600.0,0.104,MH,4,6 to 12 percent of EBITDA,100.0,0.6,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2033,net_zero_2050,proposal,2,Imports CBAM goods,117000.0,0.13,H,5,above 12 percent of EBITDA,100.0,0.5,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2034,net_zero_2050,proposal,2,Imports CBAM goods,140400.0,0.156,H,5,above 12 percent of EBITDA,100.0,0.4,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B004,2035,net_zero_2050,proposal,2,Imports CBAM goods,163800.0,0.182,H,5,above 12 percent of EBITDA,100.0,0.3,900.0,50.0,false,false,direct_obligation,Certificates on imported goods
B005,2026,current_policies,adopted,0,Not affected,0.0,0.0,L,1,below 1 percent of EBITDA,60.0,0.975,800.0,50.0,false,false,out_of_scope,"Not in scope, nothing owed"
B005,2027,current_policies,adopted,0,Not affected,0.0,0.0,L,1,below 1 percent of EBITDA,60.0,0.95,800.0,50.0,false,false,out_of_scope,"Not in scope, nothing owed"
B005,2028,current_policies,adopted,0,Not affected,0.0,0.0,L,1,below 1 percent of EBITDA,60.0,0.9,800.0,50.0,false,false,out_of_scope,"Not in scope, nothing owed"
B005,2029,current_policies,adopted,0,Not affected,0.0,0.0,L,1,below 1 percent of EBITDA,60.0,0.775,800.0,50.0,false,false,out_of_scope,"Not in scope, nothing owed"
B005,2030,current_policies,adopted,0,Not affected,0.0,0.0,L,1,below 1 percent of EBITDA,60.0,0.515,800.0,50.0,false,false,out_of_scope,"Not in scope, nothing owed"
B005,2031,current_policies,adopted,0,Not affected,0.0,0.0,L,1,below 1 percent of EBITDA,60.0,0.39,800.0,50.0,false,false,out_of_scope,"Not in scope, nothing owed"
B005,2032,current_policies,adopted,0,Not affected,0.0,0.0,L,1,below 1 percent of EBITDA,60.0,0.265,800.0,50.0,false,false,out_of_scope,"Not in scope, nothing owed"
B005,2033,current_policies,adopted,0,Not affected,0.0,0.0,L,1,below 1 percent of EBITDA,60.0,0.14,800.0,50.0,false,false,out_of_scope,"Not in scope, nothing owed"
B005,2034,current_policies,adopted,0,Not affected,0.0,0.0,L,1,below 1 percent of EBITDA,60.0,0.0,800.0,50.0,false,false,out_of_scope,"Not in scope, nothing owed"
B005,2035,current_policies,adopted,0,Not affected,0.0,0.0,L,1,below 1 percent of EBITDA,60.0,0.0,800.0,50.0,false,false,out_of_scope,"Not in scope, nothing owed"
B005,2026,delayed_transition,adopted,0,Not affected,0.0,0.0,L,1,below 1 percent of EBITDA,80.0,0.975,800.0,50.0,false,false,out_of_scope,"Not in scope, nothing owed"
B005,2027,delayed_transition,adopted,0,Not affected,0.0,0.0,L,1,below 1 percent of EBITDA,80.0,0.95,800.0,50.0,false,false,out_of_scope,"Not in scope, nothing owed"
B005,2028,delayed_transition,adopted,0,Not affected,0.0,0.0,L,1,below 1 percent of EBITDA,80.0,0.9,800.0,50.0,false,false,out_of_scope,"Not in scope, nothing owed"
B005,2029,delayed_transition,adopted,0,Not affected,0.0,0.0,L,1,below 1 percent of EBITDA,80.0,0.775,800.0,50.0,false,false,out_of_scope,"Not in scope, nothing owed"
B005,2030,delayed_transition,adopted,0,Not affected,0.0,0.0,L,1,below 1 percent of EBITDA,80.0,0.515,800.0,50.0,false,false,out_of_scope,"Not in scope, nothing owed"
B005,2031,delayed_transition,adopted,0,Not affected,0.0,0.0,L,1,below 1 percent of EBITDA,80.0,0.39,800.0,50.0,false,false,out_of_scope,"Not in scope, nothing owed"
B005,2032,delayed_transition,adopted,0,Not affected,0.0,0.0,L,1,below 1 percent of EBITDA,80.0,0.265,800.0,50.0,false,false,out_of_scope,"Not in scope, nothing owed"
B005,2033,delayed_transition,adopted,0,Not affected,0.0,0.0,L,1,below 1 percent of EBITDA,80.0,0.14,800.0,50.0,false,false,out_of_scope,"Not in scope, nothing owed"
B005,2034,delayed_transition,adopted,0,Not affected,0.0,0.0,L,1,below 1 percent of EBITDA,80.0,0.0,800.0,50.0,false,false,out_of_scope,"Not in scope, nothing owed"
B005,2035,delayed_transition,adopted,0,Not affected,0.0,0.0,L,1,below 1 percent of EBITDA,80.0,0.0,800.0,50.0,false,false,out_of_scope,"Not in scope, nothing owed"
B005,2026,net_zero_2050,adopted,0,Not affected,0.0,0.0,L,1,below 1 percent of EBITDA,100.0,0.975,800.0,50.0,false,false,out_of_scope,"Not in scope, nothing owed"
B005,2027,net_zero_2050,adopted,0,Not affected,0.0,0.0,L,1,below 1 percent of EBITDA,100.0,0.95,800.0,50.0,false,false,out_of_scope,"Not in scope, nothing owed"
B005,2028,net_zero_2050,adopted,0,Not affected,0.0,0.0,L,1,below 1 percent of EBITDA,100.0,0.9,800.0,50.0,false,false,out_of_scope,"Not in scope, nothing owed"
B005,2029,net_zero_2050,adopted,0,Not affected,0.0,0.0,L,1,below 1 percent of EBITDA,100.0,0.775,800.0,50.0,false,false,out_of_scope,"Not in scope, nothing owed"
B005,2030,net_zero_2050,adopted,0,Not affected,0.0,0.0,L,1,below 1 percent of EBITDA,100.0,0.515,800.0,50.0,false,false,out_of_scope,"Not in scope, nothing owed"
B005,2031,net_zero_2050,adopted,0,Not affected,0.0,0.0,L,1,below 1 percent of EBITDA,100.0,0.39,800.0,50.0,false,false,out_of_scope,"Not in scope, nothing owed"
B005,2032,net_zero_2050,adopted,0,Not affected,0.0,0.0,L,1,below 1 percent of EBITDA,100.0,0.265,800.0,50.0,false,false,out_of_scope,"Not in scope, nothing owed"
B005,2033,net_zero_2050,adopted,0,Not affected,0.0,0.0,L,1,below 1 percent of EBITDA,100.0,0.14,800.0,50.0,false,false,out_of_scope,"Not in scope, nothing owed"
B005,2034,net_zero_2050,adopted,0,Not affected,0.0,0.0,L,1,below 1 percent of EBITDA,100.0,0.0,800.0,50.0,false,false,out_of_scope,"Not in scope, nothing owed"
B005,2035,net_zero_2050,adopted,0,Not affected,0.0,0.0,L,1,below 1 percent of EBITDA,100.0,0.0,800.0,50.0,false,false,out_of_scope,"Not in scope, nothing owed"
B005,2026,current_policies,proposal,0,Not affected,0.0,0.0,L,1,below 1 percent of EBITDA,60.0,0.975,800.0,50.0,false,false,out_of_scope,"Not in scope, nothing owed"
B005,2027,current_policies,proposal,0,Not affected,0.0,0.0,L,1,below 1 percent of EBITDA,60.0,0.95,800.0,50.0,false,false,out_of_scope,"Not in scope, nothing owed"
B005,2028,current_policies,proposal,0,Not affected,0.0,0.0,L,1,below 1 percent of EBITDA,60.0,0.9,800.0,50.0,false,false,out_of_scope,"Not in scope, nothing owed"
B005,2029,current_policies,proposal,0,Not affected,0.0,0.0,L,1,below 1 percent of EBITDA,60.0,0.85,800.0,50.0,false,false,out_of_scope,"Not in scope, nothing owed"
B005,2030,current_policies,proposal,0,Not affected,0.0,0.0,L,1,below 1 percent of EBITDA,60.0,0.8,800.0,50.0,false,false,out_of_scope,"Not in scope, nothing owed"
B005,2031,current_policies,proposal,0,Not affected,0.0,0.0,L,1,below 1 percent of EBITDA,60.0,0.7,800.0,50.0,false,false,out_of_scope,"Not in scope, nothing owed"
B005,2032,current_policies,proposal,0,Not affected,0.0,0.0,L,1,below 1 percent of EBITDA,60.0,0.6,800.0,50.0,false,false,out_of_scope,"Not in scope, nothing owed"
B005,2033,current_policies,proposal,0,Not affected,0.0,0.0,L,1,below 1 percent of EBITDA,60.0,0.5,800.0,50.0,false,false,out_of_scope,"Not in scope, nothing owed"
B005,2034,current_policies,proposal,0,Not affected,0.0,0.0,L,1,below 1 percent of EBITDA,60.0,0.4,800.0,50.0,false,false,out_of_scope,"Not in scope, nothing owed"
B005,2035,current_policies,proposal,0,Not affected,0.0,0.0,L,1,below 1 percent of EBITDA,60.0,0.3,800.0,50.0,false,false,out_of_scope,"Not in scope, nothing owed"
B005,2026,delayed_transition,proposal,0,Not affected,0.0,0.0,L,1,below 1 percent of EBITDA,80.0,0.975,800.0,50.0,false,false,out_of_scope,"Not in scope, nothing owed"
B005,2027,delayed_transition,proposal,0,Not affected,0.0,0.0,L,1,below 1 percent of EBITDA,80.0,0.95,800.0,50.0,false,false,out_of_scope,"Not in scope, nothing owed"
B005,2028,delayed_transition,proposal,0,Not affected,0.0,0.0,L,1,below 1 percent of EBITDA,80.0,0.9,800.0,50.0,false,false,out_of_scope,"Not in scope, nothing owed"
B005,2029,delayed_transition,proposal,0,Not affected,0.0,0.0,L,1,below 1 percent of EBITDA,80.0,0.85,800.0,50.0,false,false,out_of_scope,"Not in scope, nothing owed"
